claim_id,category,claim,value,unit,experiment_version,dataset_split,model,precision,runtime,hardware,source_file,source_location,verification_status,notes
P1-5-Latency,phase1_report,W8A8 (QAT) Latency(ms),12.28,ms,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 5; column Latency(ms),VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-5-FinalScore,phase1_report,W8A8 (QAT) FinalScore,0.7314,score,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 5; column FinalScore,VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-6-Recall@1,phase1_report,1-Bit (Linear Head) Recall@1(%),14.20,%,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 6; column Recall@1(%),VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-6-Latency,phase1_report,1-Bit (Linear Head) Latency(ms),9.02,ms,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 6; column Latency(ms),VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-6-FinalScore,phase1_report,1-Bit (Linear Head) FinalScore,0.3680,score,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 6; column FinalScore,VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-7-Recall@1,phase1_report,1-Bit (Custom Head) Recall@1(%),11.30,%,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 7; column Recall@1(%),VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-7-Latency,phase1_report,1-Bit (Custom Head) Latency(ms),8.51,ms,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 7; column Latency(ms),VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-7-FinalScore,phase1_report,1-Bit (Custom Head) FinalScore,0.3218,score,Phase1,,ConvNeXtV2-Nano,,,,logs/final_score_report.txt,line 7; column FinalScore,VERIFIED_RAW,Saved aggregate report only; latency protocol limitations; not detection/OCR; model label is not proof of runtime arithmetic precision
P1-PTQ-ACC,classification,Saved W8A8 Top-1 accuracy,81.24,%,Phase1,,ConvNeXtV2-Nano,,,,logs/evaluation_w8a8_ptq.csv,line 2; Top-1_Accuracy(%),VERIFIED_RAW,Aggregate evaluation record; image-level predictions absent
P1-w4a16-last,classification,w4a16 last logged Val_Accuracy,76.12,%,Phase1,,ConvNeXtV2-Nano,,,,logs/training_log_w4a16.csv,line 26; epoch 30,VERIFIED_RAW,Logged epoch accuracy; max does not prove selected checkpoint
P1-w4a16-max,classification,w4a16 max logged Val_Accuracy,76.18,%,Phase1,,ConvNeXtV2-Nano,,,,logs/training_log_w4a16.csv,line 4; epoch 8,VERIFIED_RAW,Logged epoch accuracy; max does not prove selected checkpoint
P1-1bit-last,classification,1bit last logged Val_Accuracy,14.23,%,Phase1,,ConvNeXtV2-Nano,,,,logs/training_log_1bit.csv,line 31; epoch 30,VERIFIED_RAW,Logged epoch accuracy; max does not prove selected checkpoint
P1-1bit-max,classification,1bit max logged Val_Accuracy,14.37,%,Phase1,,ConvNeXtV2-Nano,,,,logs/training_log_1bit.csv,line 30; epoch 29,VERIFIED_RAW,Logged epoch accuracy; max does not prove selected checkpoint
CF-UNIT-E4,units,README -11.0 percentage points vs .587 to .523,-6.4,percentage points,v2,,YOLOv8s,,,,README.md;docs/EXPERIMENTS.md,README line 108; EXPERIMENTS line 142,CONFLICT,Arithmetic from rounded documented values: relative -10.9029%; no new model evaluation
CF-UNIT-E1,units,README -0.07pp vs documented absolute -0.0004,-0.04,percentage points,v2,,YOLOv8s,,,,README.md;docs/EXPERIMENTS.md,README line 79; EXPERIMENTS line 140,CONFLICT,-0.0004 / .587 = about -0.0681 percent relative; raw unrounded evaluation missing
CF-P1-NORM,metric_definition,README baseline normalization vs implemented min-max,min-max,,Phase1,,ConvNeXtV2-Nano,,,,README.md;src/final_omnimodal_eval.py,README line 227; source lines 208-225,CONFLICT,Same 0.6/0.2/0.2 weights do not imply same normalization or cross-version comparability
CF-VERSION,version,README all main metrics v3 vs explicit v2 section,v2 and v3,,mixed,,mixed,,,,README.md,lines 722 and 391-408,CONFLICT,Keep phase/version boundary; no pooled comparison
