claim_id,category,claim,value,unit,experiment_version,dataset_split,model,precision,runtime,hardware,source_file,source_location,verification_status,notes
Q-SIZE-016,artifact_size,Actual ONNX disk bytes,44807,bytes,filename-specific,not applicable,traffic_sign_net_int8_static,inspect graph,,,model_space/traffic_sign_net_int8_static.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'UINT8': 7, 'FLOAT': 17, 'INT8': 10, 'INT32': 10}; Q=10; DQ=20; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-017,artifact_size,Actual ONNX disk bytes,125814,bytes,filename-specific,not applicable,traffic_sign_net_w4a16,inspect graph,,,model_space/traffic_sign_net_w4a16.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 10}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-018,artifact_size,Actual ONNX disk bytes,125814,bytes,filename-specific,not applicable,traffic_sign_net_w8a8,inspect graph,,,model_space/traffic_sign_net_w8a8.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 10}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-019,artifact_size,Actual ONNX disk bytes,4971834,bytes,filename-specific,not applicable,yolo_v4_signs_fp16,inspect graph,,,model_space/yolo_v4_signs_fp16.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT16': 208, 'INT64': 19, 'FLOAT': 1}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-020,artifact_size,Actual ONNX disk bytes,9805975,bytes,filename-specific,not applicable,yolo_v4_signs_fp32,inspect graph,,,model_space/yolo_v4_signs_fp32.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 209, 'INT64': 19}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-021,artifact_size,Actual ONNX disk bytes,3416372,bytes,filename-specific,not applicable,yolo_v4_signs_int8_head_excluded,inspect graph,,,model_space/yolo_v4_signs_int8_head_excluded.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'INT64': 19, 'FLOAT': 473, 'UINT8': 266, 'INT8': 156, 'INT32': 156}; Q=303; DQ=460; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-022,artifact_size,Actual ONNX disk bytes,3098518,bytes,filename-specific,not applicable,yolo_v4_signs_int8_static,inspect graph,,,model_space/yolo_v4_signs_int8_static.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'INT64': 19, 'FLOAT': 544, 'UINT8': 341, 'INT8': 204, 'INT32': 204}; Q=387; DQ=594; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-023,artifact_size,Actual ONNX disk bytes,9805975,bytes,filename-specific,not applicable,yolo_v4_signs_w4a16,inspect graph,,,model_space/yolo_v4_signs_w4a16.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 209, 'INT64': 19}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-024,artifact_size,Actual ONNX disk bytes,44747973,bytes,filename-specific,not applicable,yolov8s_signs_fp32,inspect graph,,,model_space/yolov8s_signs_fp32.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 132, 'INT64': 12}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-025,artifact_size,Actual ONNX disk bytes,11491070,bytes,filename-specific,not applicable,yolov8s_signs_int8_dyn,inspect graph,,,model_space/yolov8s_signs_int8_dyn.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 132, 'INT64': 75, 'INT8': 128}; Q=0; DQ=0; ConvInteger=64; measured 2026-09-23, no inference"
Q-SIZE-026,artifact_size,Actual ONNX disk bytes,11657516,bytes,filename-specific,not applicable,yolov8s_signs_int8_static,inspect graph,,,model_space/yolov8s_signs_int8_static.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'INT64': 12, 'FLOAT': 344, 'UINT8': 216, 'INT8': 128, 'INT32': 126}; Q=243; DQ=372; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-027,artifact_size,Actual ONNX disk bytes,44761494,bytes,filename-specific,not applicable,yolov8s_signs_smoothquant,inspect graph,,,model_space/yolov8s_signs_smoothquant.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 194, 'INT64': 13}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-028,artifact_size,Actual ONNX disk bytes,44747973,bytes,filename-specific,not applicable,yolov8s_signs_v2_fp32,inspect graph,,,model_space/yolov8s_signs_v2_fp32.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 132, 'INT64': 12}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-029,artifact_size,Actual ONNX disk bytes,22382483,bytes,filename-specific,not applicable,yolov8s_signs_v3_fp16,inspect graph,,,model_space/yolov8s_signs_v3_fp16.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT16': 131, 'INT64': 12, 'FLOAT': 1}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-030,artifact_size,Actual ONNX disk bytes,44747495,bytes,filename-specific,not applicable,yolov8s_signs_v3_fp32,inspect graph,,,model_space/yolov8s_signs_v3_fp32.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 132, 'INT64': 12}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-031,artifact_size,Actual ONNX disk bytes,17997724,bytes,filename-specific,not applicable,yolov8s_signs_v3_int8_static,inspect graph,,,model_space/yolov8s_signs_v3_int8_static.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'INT64': 12, 'FLOAT': 285, 'UINT8': 153, 'INT8': 90, 'INT32': 90}; Q=174; DQ=264; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-032,artifact_size,Actual ONNX disk bytes,44747973,bytes,filename-specific,not applicable,yolov8s_signs_w4a16,inspect graph,,,model_space/yolov8s_signs_w4a16.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 132, 'INT64': 12}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-SIZE-033,artifact_size,Actual ONNX disk bytes,44747973,bytes,filename-specific,not applicable,yolov8s_signs_w8a8,inspect graph,,,model_space/yolov8s_signs_w8a8.onnx,filesystem stat + graph.initializer/graph.node,VERIFIED_RAW,"dtypes={'FLOAT': 132, 'INT64': 12}; Q=0; DQ=0; ConvInteger=0; measured 2026-09-23, no inference"
Q-DISK-033,artifact_size,Actual saved artifact disk bytes,87,bytes,filename-specific,not applicable,config,not inferred,,,models/hf_1bit_model/config.json,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-034,artifact_size,Actual saved artifact disk bytes,2095724,bytes,filename-specific,not applicable,model,not inferred,,,models/hf_1bit_model/model.safetensors,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-035,artifact_size,Actual saved artifact disk bytes,288,bytes,filename-specific,not applicable,config,not inferred,,,models/hf_mm_1bit_model/config.json,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-036,artifact_size,Actual saved artifact disk bytes,30637680,bytes,filename-specific,not applicable,model,not inferred,,,models/hf_mm_1bit_model/model.safetensors,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-037,artifact_size,Actual saved artifact disk bytes,180,bytes,filename-specific,not applicable,config,not inferred,,,models/hf_w4a16_model/config.json,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-038,artifact_size,Actual saved artifact disk bytes,15641016,bytes,filename-specific,not applicable,model,not inferred,,,models/hf_w4a16_model/model.safetensors,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-039,artifact_size,Actual saved artifact disk bytes,102,bytes,filename-specific,not applicable,config,not inferred,,,models/hf_w8a8_model_convnextv2_nano.fcmae_ft_in1k/config.json,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-040,artifact_size,Actual saved artifact disk bytes,15641016,bytes,filename-specific,not applicable,model,not inferred,,,models/hf_w8a8_model_convnextv2_nano.fcmae_ft_in1k/model.safetensors,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-041,artifact_size,Actual saved artifact disk bytes,30755607,bytes,filename-specific,not applicable,smoothquant_w8a8,not inferred,,,models/hf_w8a8_smoothquant/smoothquant_w8a8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-042,artifact_size,Actual saved artifact disk bytes,33300,bytes,filename-specific,not applicable,korean_ocr,not inferred,,,models/korean_ocr.onnx,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-043,artifact_size,Actual saved artifact disk bytes,2930688,bytes,filename-specific,not applicable,korean_ocr.onnx,not inferred,,,models/korean_ocr.onnx.data,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-044,artifact_size,Actual saved artifact disk bytes,2901044,bytes,filename-specific,not applicable,korean_ocr_best,not inferred,,,models/korean_ocr_best.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-045,artifact_size,Actual saved artifact disk bytes,758419,bytes,filename-specific,not applicable,korean_ocr_quant,not inferred,,,models/korean_ocr_quant.onnx,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-046,artifact_size,Actual saved artifact disk bytes,6549796,bytes,filename-specific,not applicable,yolov8n,not inferred,,,models/yolov8n/yolov8n.pt,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-047,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_1,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-048,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_10,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-049,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_11,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-050,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_12,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-051,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_13,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-052,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_14,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-053,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_15,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-054,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_16,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_16.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-055,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_17,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_17.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-056,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_18,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_18.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-057,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_19,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_19.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-058,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_2,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-059,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_20,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_20.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-060,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_21,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_21.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-061,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_22,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_22.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-062,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_23,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_23.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-063,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_24,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_24.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-064,artifact_size,Actual saved artifact disk bytes,93945147,bytes,filename-specific,not applicable,qat_1bit_epoch_25,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_25.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-065,artifact_size,Actual saved artifact disk bytes,93946875,bytes,filename-specific,not applicable,qat_1bit_epoch_26,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_26.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-066,artifact_size,Actual saved artifact disk bytes,93946875,bytes,filename-specific,not applicable,qat_1bit_epoch_27,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_27.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-067,artifact_size,Actual saved artifact disk bytes,93946875,bytes,filename-specific,not applicable,qat_1bit_epoch_28,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_28.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-068,artifact_size,Actual saved artifact disk bytes,93946875,bytes,filename-specific,not applicable,qat_1bit_epoch_29,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_29.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-069,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_3,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-070,artifact_size,Actual saved artifact disk bytes,93946875,bytes,filename-specific,not applicable,qat_1bit_epoch_30,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_30.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-071,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_4,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-072,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_5,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-073,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_6,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_6.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-074,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_7,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_7.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-075,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_8,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_8.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-076,artifact_size,Actual saved artifact disk bytes,93944501,bytes,filename-specific,not applicable,qat_1bit_epoch_9,not inferred,,,checkpoints/checkpoints_1bit/qat_1bit_epoch_9.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-077,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_1,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_1.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-078,artifact_size,Actual saved artifact disk bytes,92067701,bytes,filename-specific,not applicable,mm_1bit_epoch_10,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_10.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-079,artifact_size,Actual saved artifact disk bytes,92069429,bytes,filename-specific,not applicable,mm_1bit_epoch_11,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_11.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-080,artifact_size,Actual saved artifact disk bytes,92069429,bytes,filename-specific,not applicable,mm_1bit_epoch_12,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_12.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-081,artifact_size,Actual saved artifact disk bytes,92069429,bytes,filename-specific,not applicable,mm_1bit_epoch_13,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_13.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-082,artifact_size,Actual saved artifact disk bytes,92069429,bytes,filename-specific,not applicable,mm_1bit_epoch_14,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_14.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-083,artifact_size,Actual saved artifact disk bytes,92069429,bytes,filename-specific,not applicable,mm_1bit_epoch_15,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_15.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-084,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_2,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_2.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-085,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_3,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_3.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-086,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_4,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_4.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
Q-DISK-087,artifact_size,Actual saved artifact disk bytes,92067055,bytes,filename-specific,not applicable,mm_1bit_epoch_5,not inferred,,,checkpoints/checkpoints_mm_1bit/mm_1bit_epoch_5.pth,filesystem stat,VERIFIED_RAW,Checkpoint size is not packed deployment size; external ONNX data counted separately
