frame,image_rel,gt_with_fine_label,v3_fp32+rec_fp32:tracks,v3_fp32+rec_fp32:matched,v3_fp32+rec_fp32:correct,v3_fp32+rec_fp16:tracks,v3_fp32+rec_fp16:matched,v3_fp32+rec_fp16:correct,v3_fp32+rec_int8_full:tracks,v3_fp32+rec_int8_full:matched,v3_fp32+rec_int8_full:correct,v3_fp16+rec_fp32:tracks,v3_fp16+rec_fp32:matched,v3_fp16+rec_fp32:correct,v3_fp16+rec_fp16:tracks,v3_fp16+rec_fp16:matched,v3_fp16+rec_fp16:correct,v3_fp16+rec_int8_full:tracks,v3_fp16+rec_int8_full:matched,v3_fp16+rec_int8_full:correct,v3_int8_head_excl+rec_fp32:tracks,v3_int8_head_excl+rec_fp32:matched,v3_int8_head_excl+rec_fp32:correct,v3_int8_head_excl+rec_fp16:tracks,v3_int8_head_excl+rec_fp16:matched,v3_int8_head_excl+rec_fp16:correct,v3_int8_head_excl+rec_int8_full:tracks,v3_int8_head_excl+rec_int8_full:matched,v3_int8_head_excl+rec_int8_full:correct,v3_int8_head_excl_fbias+rec_fp32:tracks,v3_int8_head_excl_fbias+rec_fp32:matched,v3_int8_head_excl_fbias+rec_fp32:correct,v3_int8_head_excl_fbias+rec_fp16:tracks,v3_int8_head_excl_fbias+rec_fp16:matched,v3_int8_head_excl_fbias+rec_fp16:correct,v3_int8_head_excl_fbias+rec_int8_full:tracks,v3_int8_head_excl_fbias+rec_int8_full:matched,v3_int8_head_excl_fbias+rec_int8_full:correct,v3_int8_full+rec_fp32:tracks,v3_int8_full+rec_fp32:matched,v3_int8_full+rec_fp32:correct,v3_int8_full+rec_fp16:tracks,v3_int8_full+rec_fp16:matched,v3_int8_full+rec_fp16:correct,v3_int8_full+rec_int8_full:tracks,v3_int8_full+rec_int8_full:matched,v3_int8_full+rec_int8_full:correct
316,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13969116.jpg,4,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
317,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13986964.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987369.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987375.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987381.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987387.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987393.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987399.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987406.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987412.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987418.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13987424.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13988647.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13988654.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
330,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13988661.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
331,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13988667.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13988673.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/13988682.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
334,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026376.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026382.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026388.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026395.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026401.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026407.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026779.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026785.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026792.jpg,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
343,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14026798.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14027723.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14027729.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14027735.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14027741.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14027747.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14027760.jpg,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
350,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041216.jpg,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
351,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041223.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041229.jpg,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
353,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041235.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041377.jpg,8,9,7,6,9,7,6,9,7,6,9,7,6,9,7,6,9,7,6,9,7,6,9,7,6,9,7,5,9,7,6,9,7,6,9,7,5,0,0,0,0,0,0,0,0,0
355,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041384.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
356,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041391.jpg,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
357,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041399.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
358,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041585.jpg,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,0,0,0,0,0,0,0,0,0
359,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041593.jpg,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
360,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041600.jpg,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
361,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041610.jpg,5,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,5,5,4,0,0,0,0,0,0,0,0,0
362,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041627.jpg,8,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,0,0,0,0,0,0,0,0,0
363,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041633.jpg,8,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,0,0,0,0,0,0,0,0,0
364,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041639.jpg,8,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
365,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14041774.jpg,5,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,5,3,1,5,3,1,5,3,1,5,3,1,5,3,1,5,3,1,0,0,0,0,0,0,0,0,0
366,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14073832.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14073838.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14073844.jpg,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
369,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14073852.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14073858.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074071.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074077.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074083.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074089.jpg,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
375,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074395.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074401.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074407.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074413.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074419.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074425.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14074431.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14115813.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14115828.jpg,4,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
384,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14115834.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
385,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14115840.jpg,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
386,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14115846.jpg,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
387,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14115852.jpg,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
388,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14116086.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
389,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14116092.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
390,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14116099.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14116106.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
392,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14116323.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14116330.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14116340.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14118297.jpg,4,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,4,1,1,0,0,0,0,0,0,0,0,0
396,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14118305.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
397,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14118311.jpg,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
398,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138414.jpg,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
399,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138420.jpg,5,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,0,0,0,0,0,0,0,0,0
400,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138426.jpg,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,0,0,0,0,0,0,0,0,0
401,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138432.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138701.jpg,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
403,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138708.jpg,12,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0
404,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138714.jpg,4,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
405,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138720.jpg,9,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,6,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,7,5,4,0,0,0,0,0,0,0,0,0
406,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14138728.jpg,8,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
407,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14139848.jpg,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0
408,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14139854.jpg,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14139860.jpg,4,3,2,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
410,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14139866.jpg,5,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,0,0,0,0,0,0,0,0,0
411,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14139872.jpg,4,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
412,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14140292.jpg,11,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,3,3,2,0,0,0,0,0,0,0,0,0
413,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14140298.jpg,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
